Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance
Node: 30, Time: +1s, Local time: +1s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.3.0.0        0.0.0.0         255.255.0.0     U     0      -      -   1


Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance
Node: 30, Time: +2s, Local time: +2s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.3.0.0        0.0.0.0         255.255.0.0     U     0      -      -   1


Node,Time,Destination,NextHop,Interface,Distance
0,+3s,10.1.0.6,10.1.0.6,1,1
0,+3s,10.1.0.9,10.1.0.9,1,1
0,+3s,10.1.0.13,10.1.0.13,1,1
0,+3s,10.1.0.14,10.1.0.14,1,1
0,+3s,10.1.0.15,10.1.0.15,1,1
0,+3s,10.1.0.16,10.1.0.16,1,1
0,+3s,10.1.0.20,10.1.0.20,1,1

Node,Time,Destination,NextHop,Interface,Distance
1,+3s,10.1.0.8,10.1.0.8,1,1
1,+3s,10.1.0.15,10.1.0.15,1,1
1,+3s,10.1.0.17,10.1.0.17,1,1

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance
3,+3s,10.1.0.19,10.1.0.19,1,1

Node,Time,Destination,NextHop,Interface,Distance
4,+3s,10.1.0.17,10.1.0.17,1,1

Node,Time,Destination,NextHop,Interface,Distance
5,+3s,10.1.0.1,10.1.0.1,1,1
5,+3s,10.1.0.9,10.1.0.9,1,1
5,+3s,10.1.0.15,10.1.0.15,1,1
5,+3s,10.1.0.16,10.1.0.16,1,1
5,+3s,10.1.0.20,10.1.0.20,1,1

Node,Time,Destination,NextHop,Interface,Distance

Node,Time,Destination,NextHop,Interface,Distance
7,+3s,10.1.0.2,10.1.0.2,1,1
7,+3s,10.1.0.15,10.1.0.15,1,1
7,+3s,10.1.0.17,10.1.0.17,1,1

Node,Time,Destination,NextHop,Interface,Distance
8,+3s,10.1.0.1,10.1.0.1,1,1
8,+3s,10.1.0.6,10.1.0.6,1,1
8,+3s,10.1.0.13,10.1.0.13,1,1
8,+3s,10.1.0.16,10.1.0.16,1,1
8,+3s,10.1.0.20,10.1.0.20,1,1

Node,Time,Destination,NextHop,Interface,Distance
9,+3s,10.1.0.11,10.1.0.11,1,1
9,+3s,10.1.0.19,10.1.0.19,1,1

Node,Time,Destination,NextHop,Interface,Distance
10,+3s,10.1.0.10,10.1.0.10,1,1

Node,Time,Destination,NextHop,Interface,Distance
11,+3s,10.1.0.18,10.1.0.18,1,1

Node,Time,Destination,NextHop,Interface,Distance
12,+3s,10.1.0.1,10.1.0.1,1,1
12,+3s,10.1.0.9,10.1.0.9,1,1
12,+3s,10.1.0.14,10.1.0.14,1,1
12,+3s,10.1.0.16,10.1.0.16,1,1

Node,Time,Destination,NextHop,Interface,Distance
13,+3s,10.1.0.1,10.1.0.1,1,1
13,+3s,10.1.0.13,10.1.0.13,1,1

Node,Time,Destination,NextHop,Interface,Distance
14,+3s,10.1.0.1,10.1.0.1,1,1
14,+3s,10.1.0.2,10.1.0.2,1,1
14,+3s,10.1.0.6,10.1.0.6,1,1
14,+3s,10.1.0.8,10.1.0.8,1,1
14,+3s,10.1.0.17,10.1.0.17,1,1
14,+3s,10.1.0.20,10.1.0.20,1,1

Node,Time,Destination,NextHop,Interface,Distance
15,+3s,10.1.0.1,10.1.0.1,1,1
15,+3s,10.1.0.6,10.1.0.6,1,1
15,+3s,10.1.0.9,10.1.0.9,1,1
15,+3s,10.1.0.13,10.1.0.13,1,1
15,+3s,10.1.0.20,10.1.0.20,1,1

Node,Time,Destination,NextHop,Interface,Distance
16,+3s,10.1.0.2,10.1.0.2,1,1
16,+3s,10.1.0.5,10.1.0.5,1,1
16,+3s,10.1.0.8,10.1.0.8,1,1
16,+3s,10.1.0.15,10.1.0.15,1,1

Node,Time,Destination,NextHop,Interface,Distance
17,+3s,10.1.0.12,10.1.0.12,1,1

Node,Time,Destination,NextHop,Interface,Distance
18,+3s,10.1.0.4,10.1.0.4,1,1
18,+3s,10.1.0.10,10.1.0.10,1,1

Node,Time,Destination,NextHop,Interface,Distance
19,+3s,10.1.0.1,10.1.0.1,1,1
19,+3s,10.1.0.6,10.1.0.6,1,1
19,+3s,10.1.0.9,10.1.0.9,1,1
19,+3s,10.1.0.15,10.1.0.15,1,1
19,+3s,10.1.0.16,10.1.0.16,1,1

Node,Time,Destination,NextHop,Interface,Distance
20,+3s,10.2.0.4,10.2.0.4,1,1
20,+3s,10.2.0.5,10.2.0.5,1,1
20,+3s,10.2.0.6,10.2.0.6,1,1
20,+3s,10.2.0.8,10.2.0.8,1,1
20,+3s,10.2.0.10,10.2.0.10,1,1

Node,Time,Destination,NextHop,Interface,Distance
21,+3s,10.2.0.3,10.2.0.3,1,1
21,+3s,10.2.0.4,10.2.0.4,1,1
21,+3s,10.2.0.5,10.2.0.5,1,1
21,+3s,10.2.0.6,10.2.0.6,1,1
21,+3s,10.2.0.7,10.2.0.7,1,1
21,+3s,10.2.0.9,10.2.0.9,1,1

Node,Time,Destination,NextHop,Interface,Distance
22,+3s,10.2.0.2,10.2.0.2,1,1
22,+3s,10.2.0.7,10.2.0.7,1,1

Node,Time,Destination,NextHop,Interface,Distance
23,+3s,10.2.0.1,10.2.0.1,1,1
23,+3s,10.2.0.2,10.2.0.2,1,1
23,+3s,10.2.0.5,10.2.0.5,1,1
23,+3s,10.2.0.6,10.2.0.6,1,1
23,+3s,10.2.0.7,10.2.0.7,1,1
23,+3s,10.2.0.8,10.2.0.8,1,1

Node,Time,Destination,NextHop,Interface,Distance
24,+3s,10.2.0.1,10.2.0.1,1,1
24,+3s,10.2.0.2,10.2.0.2,1,1
24,+3s,10.2.0.4,10.2.0.4,1,1
24,+3s,10.2.0.6,10.2.0.6,1,1
24,+3s,10.2.0.7,10.2.0.7,1,1

Node,Time,Destination,NextHop,Interface,Distance
25,+3s,10.2.0.1,10.2.0.1,1,1
25,+3s,10.2.0.2,10.2.0.2,1,1
25,+3s,10.2.0.4,10.2.0.4,1,1
25,+3s,10.2.0.5,10.2.0.5,1,1
25,+3s,10.2.0.7,10.2.0.7,1,1

Node,Time,Destination,NextHop,Interface,Distance
26,+3s,10.2.0.2,10.2.0.2,1,1
26,+3s,10.2.0.3,10.2.0.3,1,1
26,+3s,10.2.0.4,10.2.0.4,1,1
26,+3s,10.2.0.5,10.2.0.5,1,1
26,+3s,10.2.0.6,10.2.0.6,1,1

Node,Time,Destination,NextHop,Interface,Distance
27,+3s,10.2.0.1,10.2.0.1,1,1
27,+3s,10.2.0.4,10.2.0.4,1,1
27,+3s,10.2.0.10,10.2.0.10,1,1

Node,Time,Destination,NextHop,Interface,Distance
28,+3s,10.2.0.2,10.2.0.2,1,1

Node,Time,Destination,NextHop,Interface,Distance
29,+3s,10.2.0.1,10.2.0.1,1,1
29,+3s,10.2.0.8,10.2.0.8,1,1

Node,Time,Destination,NextHop,Interface,Distance
Node: 30, Time: +3s, Local time: +3s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.3.0.0        0.0.0.0         255.255.0.0     U     0      -      -   1


Node,Time,Destination,NextHop,Interface,Distance
0,+4s,10.1.0.6,10.1.0.6,1,1
0,+4s,10.1.0.9,10.1.0.9,1,1
